"filename", "language", "Dart", "comment", "blank", "total"
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\components\renting_history_bottom_bar.dart", "Dart", 35, 0, 5, 40
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\components\renting_history_grid_tile.dart", "Dart", 261, 0, 17, 278
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\components\renting_history_list_tile.dart", "Dart", 114, 0, 7, 121
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\components\renting_history_screen.dart", "Dart", 250, 0, 10, 260
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\components\shortcut\shortcut_book_renting_history_page.dart", "Dart", 33, 0, 6, 39
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\components\shortcut\shortcut_user_renting_history_page.dart", "Dart", 33, 0, 5, 38
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\renting_history_management_binding.dart", "Dart", 2, 0, 2, 4
"d:\Github\htlib\htlib\lib\src\view\renting_history_management\renting_history_management_screen.dart", "Dart", 208, 0, 19, 227
"d:\Github\htlib\htlib\lib\src\view\settings\components\setting_bottom_bar.dart", "Dart", 34, 0, 5, 39
"d:\Github\htlib\htlib\lib\src\view\settings\setting_screen.dart", "Dart", 187, 0, 8, 195
"d:\Github\htlib\htlib\lib\src\view\user_management\components\dialog\adding_user_dialog.dart", "Dart", 416, 2, 19, 437
"d:\Github\htlib\htlib\lib\src\view\user_management\components\shortcut\shortcut_book_user_page.dart", "Dart", 30, 0, 5, 35
"d:\Github\htlib\htlib\lib\src\view\user_management\components\user_bottom_bar.dart", "Dart", 98, 0, 5, 103
"d:\Github\htlib\htlib\lib\src\view\user_management\components\user_grid_tile.dart", "Dart", 122, 0, 5, 127
"d:\Github\htlib\htlib\lib\src\view\user_management\components\user_list_tile.dart", "Dart", 83, 0, 6, 89
"d:\Github\htlib\htlib\lib\src\view\user_management\components\user_screen.dart", "Dart", 337, 0, 12, 349
"d:\Github\htlib\htlib\lib\src\view\user_management\printing\user_printing_screen.dart", "Dart", 202, 30, 13, 245
"d:\Github\htlib\htlib\lib\src\view\user_management\printing\user_select_printing_screen.dart", "Dart", 105, 3, 6, 114
"d:\Github\htlib\htlib\lib\src\view\user_management\user_management_binding.dart", "Dart", 44, 0, 11, 55
"d:\Github\htlib\htlib\lib\src\view\user_management\user_management_screen.dart", "Dart", 188, 0, 14, 202
"d:\Github\htlib\htlib\lib\src\widget\htlib_sliver_app_bar.dart", "Dart", 81, 0, 4, 85
"d:\Github\htlib\htlib\lib\styles.dart", "Dart", 140, 5, 70, 215
"Total", "-", 10290, 350, 1262, 11902
